Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Receive a low stock alert by email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
;;К-127 Уголок двойной  белый;Крепежная фурнитура;9;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/bd2/s5fn60ytxxb8xeo6rowm7qro941l66wh/d14e6a61-1752-11ea-6987-000c29c4160b_661f378b-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-655 (455)  Пластина №5  18х90 mm;Крепежная фурнитура;73;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""S-655.jpg"" src=""/upload/medialibrary/d48/d484dcb6f51fe26d881295624aedfe0a.jpg"" height=""672"" title=""S-655.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/994/xs5s5p2n0yl7tdqvous08f5nc64s0lzn/7580ea29-bef5-11df-a03f-00248c9ebc32_13ef7e9c-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;Гайка шестигранная М8 + шайба М8 комплект;Крепежная фурнитура;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Гайка шестигранная М8 + шайба М8 комплект</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/6a0/xcfiqnbho0cjdrtiyejrg49bm6yfu46i/dd11adaa-f563-11e0-4f97-bd9dd6e9176f_7af99cbc-89de-11e1-568e-439fee690709.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 30x30x15x1.5  mm;Крепежная фурнитура;16;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""322"" alt=""MIL Уголок мебельный 30х30х15х1,5.jpg"" src=""/upload/medialibrary/4f3/4f3ebdfedb91e560e7879d76cef04222.jpg"" height=""520"" title=""MIL Уголок мебельный 30х30х15х1,5.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/f44/zg48xijxvcn0skx7wm7yip1dwbw6mb9y/d5ec4d3d-f77c-11e8-449c-001517eeea50_01864d03-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 15 Hus;Крепежная фурнитура;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/556/d4wkfq2qz3ih4itcc03wgalw3yc57q10/d2551d45-078d-11eb-258d-000c29c4160b_72f37f8a-4e7c-11eb-c78c-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 25х25х1,2 Белый;Крепежная фурнитура;31;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/926/bj0q307e6o8hnxno5qj1i1djbaya2dxe/61c459e2-6746-11ea-6d85-000c29c4160b_5711f974-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 10 Черный;Крепежная фурнитура;37;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/c9a/w0ekrs7ju00tl56d4lwdl0ue8q89e3mr/07d1dc2e-a1ff-11e9-ce91-001517eeea50_603fd128-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;102-08-17-403 (081) Крепление угловое 12*12*6,5;Крепежная фурнитура;1166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>102-08-17-403 (081) Крепление угловое 12*12*6,5</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/058/zx3yi179g0m55bskkcqs49svjvkq619x/8c731e56-69d9-11e2-998f-001517eeea50_dea039ae-7747-11e2-0a8f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный BEECH (светло-бежевый);Крепежная фурнитура;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/local/templates/eshop_header/components/bitrix/catalog.element/.default/images/no_photo.png;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-29  Уголок  1,8 mm 29*29*25 mm;Крепежная фурнитура;29;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""YJ-02-020-29.jpg"" src=""/upload/medialibrary/09e/09e90b72fef758aafd5dfdfb6769b17f.jpg"" height=""520"" title=""YJ-02-020-29.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/137/1vdv5r9o9o1abhyfu2vik3k79kv5bhh3/9dad9df9-0509-11e1-0c9c-955defa58c2f_00f5c86a-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;102-08-07-403 (4060) Крепление угловое с болтом 4*4*13 комплект;Крепежная фурнитура;712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>102-08-07-403 (4060) Крепление угловое с болтом 4*4*13 комплект</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/f72/zzp2ch213pe7p9fuytaox38gbc1800s6/8c731e74-69d9-11e2-998f-001517eeea50_dea0399a-7747-11e2-0a8f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-30-2  Уголок  1,8 mm 30*30*35 mm;Крепежная фурнитура;40;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""YJ-02-020-30-2.jpg"" src=""/upload/medialibrary/2ac/2acd228714e8867505e723901e2c6e0d.jpg"" height=""520"" title=""YJ-02-020-30-2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/323/hxosc3uy06fsao9a7wuircl1igquhe06/9dad9e03-0509-11e1-0c9c-955defa58c2f_170c08d4-2acf-11e1-9499-159c1e55f516.jpeg;;;;;;;;;;;;;;;;;;;
;;102-08-18-403 (082) Крепление угловое 10*10*10;Крепежная фурнитура;966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>102-08-18-403 (082) Крепление угловое 10*10*10</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/97a/el9ihw1c5f8z4kkvctb0zrqj64nqh1yu/8c731e6a-69d9-11e2-998f-001517eeea50_dea039a4-7747-11e2-0a8f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;; Шпилька стяжная 8*80 комплект;Крепежная фурнитура;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p> Шпилька стяжная 8*80 комплект</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/c67/5t4bd10x0tr7ntb793ew34xk0jxlmtte.jpeg;;;;;;;;;;;;;;;;;;;
;;1801 Порог 1м латунь;Крепежная фурнитура;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>1801 Порог 1м латунь</p>;;;;;;;;;;;;https://artmebel.kz/local/templates/eshop_header/components/bitrix/catalog.element/.default/images/no_photo.png;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный B Серый;Крепежная фурнитура;143;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/22e/6wksrnuhmgp8d2220ep1ir9o4cwplllr/07d1dbe8-a1ff-11e9-ce91-001517eeea50_678305a8-f975-11e9-b89f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;M-2000,0 Уголок крепежный прозрачный ;Крепежная фурнитура;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>M-2000,0 Уголок крепежный прозрачный </p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/a09/ght212vfd562d78ocx6xs2ce3bvwwv9s/e0aebd16-9a66-11ea-518d-000c29c4160b_60be0d30-de0a-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;3088 Уголок L-образный 1,2 мм кремовый;Крепежная фурнитура;44;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""3088.jpg"" src=""/upload/medialibrary/fab/fabfae7d9c8cd66ac6dc52706ebb94f4.jpg"" height=""236"" title=""3088.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/76c/xihmodklwslzx0x6d9jes43gzkczuo6b/63737e96-1743-11ea-6987-000c29c4160b_04467949-36ae-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;10803 Уголок крепёжный 4 Белый;Крепежная фурнитура;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""10803.jpg"" src=""/upload/medialibrary/a59/a596cfb27c12f4f12e77530c12a42798.jpg"" height=""292"" title=""10803.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/8e7/qc4ooer91kadi7lgd2d5tubczmqi1jey.jpeg;;;;;;;;;;;;;;;;;;;
;;Болт-стяжка 8*100 комплект;Крепежная фурнитура;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Болт-стяжка 8*100 комплект</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/c67/5t4bd10x0tr7ntb793ew34xk0jxlmtte.jpeg;;;;;;;;;;;;;;;;;;;
;;TSL12  Уголок L- образный  Бежевый;Крепежная фурнитура;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ee4/2uad1vifjhysbooyk6u4af5t36jtqjue/c4d0158c-26d2-11ea-0d8b-000c29c4160b_966bca29-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;2-0079-000-0045-1-0 уголок Уголок разборный  сталь.;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""S-002.jpg"" src=""/upload/medialibrary/3c8/3c87834895088401625e9472225058bf.jpg"" height=""400"" title=""S-002.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/034/03479111838f63b6d8245954f44fdfa8.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 20x20x15x2  mm;Крепежная фурнитура;11;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""MIL Уголок мебельный 20х20х15х2.jpg"" src=""/upload/medialibrary/b76/b76f1f1ba61e20e5a8f2f857a41a99d1.jpg"" height=""520"" title=""MIL Уголок мебельный 20х20х15х2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/04e/xwl243v914shj957uxafl4t7ydoly0ux/d5ec4d16-f77c-11e8-449c-001517eeea50_01864cf8-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 26x26x25x1.8  mm;Крепежная фурнитура;22;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""MIL Уголок мебельный 26х26х25х1,8.jpg"" src=""/upload/medialibrary/436/43623cea28ad9d6718c87b1c3b20c8f1.jpg"" height=""464"" title=""MIL Уголок мебельный 26х26х25х1,8.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/fb7/b7fegzhza8bnqcfk3nai00eop88c36hi/d5ec4d14-f77c-11e8-449c-001517eeea50_01864d02-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный 2 Крем;Крепежная фурнитура;143;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/795/02ulxzsq030hsnbe3lxnr2cy0t3aqld1/63737e87-1743-11ea-6987-000c29c4160b_80a513fc-38eb-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 24 Kiraz;Крепежная фурнитура;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/a8f/j1jfrhx4mn2icl8mbb2s2yk0rw634s90/d2551d43-078d-11eb-258d-000c29c4160b_72f37f8c-4e7c-11eb-c78c-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок металлический (2мм);Крепежная фурнитура;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Уголок металлический (2мм)</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/f7e/7bxio2qkvtxjt6rnknic52mtgx9wujro.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 16х20х1,2 Серый;Крепежная фурнитура;17;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""Уголок мебельный 16х20.jpg"" src=""/upload/medialibrary/d95/d95e155980f8bb55c6ef9e9b3248a4da.jpg"" height=""236"" title=""Уголок мебельный 16х20.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/e95/ogpqyih56m64c18exnecm0ysjg4r6ylq/61c459e0-6746-11ea-6d85-000c29c4160b_5711f972-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-2002 Уголок крепежный прозрачный ;Крепежная фурнитура;55;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""800"" alt=""M-2002.jpg"" src=""/upload/medialibrary/6f4/6f41e45f7e121b2234b03cad3ef6564b.jpg"" height=""605"" title=""M-2002.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/3d2/3d25d1c9d0254adccf699b03fafaffce.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Белый;Крепежная фурнитура;113;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/0e2/bmndfkse0rq9zyzhs8br4z713l4f4mkr/fc3a8305-2531-11ea-0d8b-000c29c4160b_60be0d2e-de0a-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;22.01.019 Уголок16*16*25*0,9 мм сталь;Крепежная фурнитура;9;;;;;;;;;;;КНР;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""22,01,019.jpg"" src=""/upload/medialibrary/131/13116e630c00f21fd654f2d8c03efb8d.jpg"" height=""520"" title=""22,01,019.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/941/tny8bqezs9dqw2ix3r7jqx2n3c8zeqqb/290ec86e-be64-11e5-ce81-001517eeea50_56c1825d-d538-11e5-5183-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 25x25x30x1.8  mm;Крепежная фурнитура;25;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""MIL Уголок мебельный 25х25х30х1,8.jpg"" src=""/upload/medialibrary/a12/a12b3b1a229e507632db1086d9e7320c.jpg"" height=""520"" title=""MIL Уголок мебельный 25х25х30х1,8.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1ee/u059gdc8w35qlj5exd6v8nuu73912a8q/d5ec4d0b-f77c-11e8-449c-001517eeea50_900c1e75-85e2-11e9-fd9f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;Крепление для ног(для стола) 2х70х120;Крепежная фурнитура;170;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""Крепление для ног(для стола)2х70х120.jpg"" src=""/upload/medialibrary/c02/c02cca400fc1971423779da7cd6b25f4.jpg"" height=""272"" title=""Крепление для ног(для стола)2х70х120.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/b43/pt19p6v1bknql5jal2zp4digstewy0nc/04ca08f3-85c9-11e0-9b97-001517eeea50_6b887be0-795d-11e1-7780-cf6b0b770195.jpeg;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный 4 Белый;Крепежная фурнитура;149;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/a20/wjzfm2sxqwyrhbiq7pxayxuwrewcyw0t/07d1dbdd-a1ff-11e9-ce91-001517eeea50_d53e14fc-004e-11ea-7483-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 40x40x30x2  mm;Крепежная фурнитура;47;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""MIL Уголок мебельный 40х40х30х2.jpg"" src=""/upload/medialibrary/c9a/c9a4d0f66a94bf4c007079e76e59d439.jpg"" height=""520"" title=""MIL Уголок мебельный 40х40х30х2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/a85/b7fum2nheq1jtiic69bwtnpsq27vwpwq/d5ec4d32-f77c-11e8-449c-001517eeea50_01864d0d-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;M-9011 Мебельное крепежный белый;Крепежная фурнитура;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>M-9011 Мебельное крепежный белый</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/59d/1ny31ft5tq2eqy3rxpph0cipk4u5v3vi.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 25x25x15x1.5  mm;Крепежная фурнитура;11;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""322"" alt=""MIL Уголок мебельный 25х25х15х1,5.jpg"" src=""/upload/medialibrary/0ff/0ff603f8921e1643c4cb02783553b75d.jpg"" height=""520"" title=""MIL Уголок мебельный 25х25х15х1,5.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/185/v4y45g3j9a9zafgke7ik7udxrjca88yt/d5ec4d46-f77c-11e8-449c-001517eeea50_01864cf9-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Пластина крепежная мебельная 50x40x1.2 mm;Крепежная фурнитура;36;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""MIL Пластина крепежная 50х40х1,2.jpg"" src=""/upload/medialibrary/ab9/ab9c4832eb33cd657f7a0cf0671ae7e0.jpg"" height=""241"" title=""MIL Пластина крепежная 50х40х1,2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/78b/moi9r9ub98smbygfasydk1gixfw7bjk8/d5ec4d48-f77c-11e8-449c-001517eeea50_01864d17-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;Болт-стяжка 8*80 комплект;Крепежная фурнитура;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Болт-стяжка 8*80 комплект</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/c67/5t4bd10x0tr7ntb793ew34xk0jxlmtte.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 70х70х15 Цинк;Крепежная фурнитура;50;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок мебельный 70х70х15 Цинк</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/fea/6bu3qxlx30tnc2kobcn3lgi2o4qutkcq/eb7afd1e-ca0a-11ed-d783-000c29c4160b_ec4ca6ae-f3b1-11ed-6595-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 14 Белый;Крепежная фурнитура;35;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/0b7/iydvuol3iaf8bdyz7ux90fmdzzipaah8/07d1dc23-a1ff-11e9-ce91-001517eeea50_603fd12b-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок  мебельный 30x30x30x1.8 mm;Крепежная фурнитура;29;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""MIL Уголок мебельный 30х30х30х1,8.jpg"" src=""/upload/medialibrary/ee5/ee5a9537ec3d121fb9ca440587e59a10.jpg"" height=""520"" title=""MIL Уголок мебельный 30х30х30х1,8.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/694/s0jo7vsev2ix5aqpny7smb7lsk1ocb5o/d5ec4d00-f77c-11e8-449c-001517eeea50_900c1f01-85e2-11e9-fd9f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;"Шайба ""Краб""";Крепежная фурнитура;7;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<p>Шайба ""Краб""</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/5b2/kgdwl8zv5vm5cpf40ixz92wu0bgrefom/61c459ee-6746-11ea-6d85-000c29c4160b_87908161-b50a-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 30х30х1,5 Бежевый;Крепежная фурнитура;51;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок мебельный 30х30х1,5 Бежевый</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/ef3/6x6jdcvkd3c4yce52supxfl9q3gcsd8t/bd5bb4a8-ca07-11ed-d783-000c29c4160b_2c589830-f3c0-11ed-6595-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 30х30х1,5 Коричневый;Крепежная фурнитура;51;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок мебельный 30х30х1,5 Коричневый</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/7b5/wox8n12otpi463h1u47xni2y51bmybqc/a8010950-ca07-11ed-d783-000c29c4160b_4fd0c5c6-f3c0-11ed-6595-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 30х30х1,5 Черный;Крепежная фурнитура;51;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок мебельный 30х30х1,5 Черный</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/aa5/2s0tui9ts18xd0xz5xnkp49eo32032ay/93a92fbe-ca07-11ed-d783-000c29c4160b_0d2b182a-f3c0-11ed-6595-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 30х30х1,5 Белый;Крепежная фурнитура;51;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок мебельный 30х30х1,5 Белый</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/8ea/pq2nwn87sjkfxcuvsqt80g5phvebp64j/6db46986-ca07-11ed-d783-000c29c4160b_44388072-f3d0-11ed-6595-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
